1,Administrator,'2003-5-6 12:19:15:2','2003-5-6 12:19:15:2',DBA
2,Security Administrator,'2003-5-6 12:19:15:2','2003-5-6 12:19:15:2',DBA
3,Power User,'2003-5-6 12:19:15:2','2003-5-6 12:19:15:2',DBA
4,General User,'2003-5-6 12:19:15:2','2003-5-6 12:19:15:2',DBA
5,Guest,'2003-5-6 12:19:15:2','2003-5-6 12:19:15:2',DBA
