'5','1769','Secure Info','2005-06-06 00:00:00.000000','2006-04-06 00:00:00.000000','2009-02-25 00:38:11.000000','2009-02-25 00:38:11.000000','admin'
'6','1770','Conoco-Phillips','2006-04-10 00:00:00.000000','2006-06-16 00:00:00.000000','2009-02-25 20:50:55.000000','2009-02-25 20:50:55.000000','admin'
'7','1767','Health Markets','2006-10-18 00:00:00.000000','2007-08-17 00:00:00.000000','2009-02-25 21:08:56.000000','2009-02-25 21:08:56.000000','admin'
'8','1767','Aviall','2007-08-31 00:00:00.000000',,'2009-02-25 22:09:58.000000','2009-02-25 22:09:58.000000','admin'
