'1010','2','RMT2 Business Systems Corp','0.00','0.00','2008-12-19 01:58:29.000000','2008-12-19 01:58:29.000000','admin',
'1049','18','Microsoft Corp','0.00','0.00','2008-12-19 01:34:35.000000','2008-12-19 01:34:35.000000','admin',
'1052','30','BlackBerry','0.00','0.00','2008-12-19 02:25:46.000000','2008-12-19 02:25:46.000000','admin',
'1766','889','Modis','0.00','0.00','2009-02-15 07:27:43.000000','2009-02-15 07:27:43.000000','admin',
'1767','891','The Insource Group','0.00','0.00','2009-02-25 21:08:56.000000','2009-02-25 21:08:56.000000','admin',
'1769','895','Information Systems Resources','0.00','0.00','2009-02-25 00:38:11.000000','2009-02-25 00:38:11.000000','admin',
'1770','896','Clientele Solutions','0.00','0.00','2009-02-25 20:50:30.000000','2009-02-25 20:50:30.000000','admin',
