3	1	1	authadmin	Security Admin	Security Administrator	NULL	NULL	admin
8	3	1	conadmin	Contact Adminitstrator	Adminitstrator of the contacts application	2008-06-06 10:25:07.000	2008-06-06 10:25:07.000	admin
