1	Internal	1999-09-09 00:00:00.000	1999-09-09 00:00:00.000	DBA
2	External	1999-09-09 00:00:00.000	2008-03-06 23:45:21.000	admin
3	Temporary	1999-09-09 00:00:00.000	1999-09-09 00:00:00.000	DBA
