1,Quote,'2004-07-01','2004-07-01',DBA
2,Invoiced,'2004-07-01','2004-07-01',DBA
3,Closed,'2004-07-01','2004-07-01',DBA
100,Cancelled,'2004-07-01','2004-07-01',DBA
200,Refunded,'2004-07-01','2004-07-01',DBA
