119	8		Security Alarm Systems		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
118	8		Stereo Equipment Retail		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
117	8		Roofing Contractors		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
116	8		Restaurants		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
115	8		Rental Service Stores & Yards		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
114	8		Remodeling & Repairing-Bldg Contractors		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
113	8		Real Estate		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
112	8		Radiators-Automotive-Retail		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
111	8		Printers		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
110	8		Plumbing-Drain & Sewer Cleaning		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
109	8		Picture Frames-Dealers		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
108	8		Physicians & Surgeons-MD		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
107	8		Physicians & Surgeons, DPM-Podiatry (FT)		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
106	8		Physicians & Surgeons, DO		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
105	8		Photographers-Portrait		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
104	8		Photo Finishing-Retail		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
103	8		Phamacies		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
102	8		Pet Shops		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
101	8		Pest Control Services		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
100	8		Pawnbrokers		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
99	8		Painting Contractors		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
98	8		Paging & Signaling Equipment and Systems		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
97	8		Optometrists-OD		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
96	8		Optical Goods-Retail		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
95	8		Office Furniture & Equipment-Dealers		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
94	8		Nursing Homes		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
93	8		Musical Instruments-Dealers		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
92	8		Mufflers & Exhaust Systems-Engine-Retail		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
91	8		Movers		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
90	8		Motorcycles & Motor Scooters-Dealers		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
89	8		Mortgages		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
88	8		Locks & Locksmiths		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
87	8		Loans		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
86	8		Limousine Service		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
85	8		Lawn Mowers-Retail		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
84	8		Lawn Maintenance		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
83	8		Landscape Contractors		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
82	8		Jewelers-Retail		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
81	8		Insurance		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
80	8		Hospitals		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
79	8		Heating Contractors		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
78	8		Health Clubs		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
77	8		Glass-Plate, Window, Etc.		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
76	8		Furniture-Retail		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
75	8		Funeral Directors		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
74	8		Glorists-Retail		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
73	8		Fence Contractors		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
72	8		Fax Equipment & Systems		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
71	8		Employment Contractors-Temporary Help		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
70	8		Employment Agencies		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
69	8		Electric Contractors		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
68	8		Driving Instruction		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
67	8		Draperies & Curtains-Retail & Custom Made		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
66	8		Door Operating Devices		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
65	8		Dentists		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
64	8		Day Care & Nursery Centers		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
63	8		Compact Discs, Records and Tapes		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
62	8		Copy Machines & Supplies		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
61	8		Computer - Contractor/Consultant		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
60	8		Computer Dealer - Software		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
59	8		Computer Dealer - Hardware		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
58	8		Clinics-Medical		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
57	8		Cleaners-Clothes		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
56	8		Chiroptactic Physicians-DC		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
55	8		Cellular Telephone Equipment & Service		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
54	8		Caterers		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
53	8		Carpet, Rug & Upholstery Cleaners		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
52	8		Carpet & Rug Dealers-New		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
51	8		Church		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
50	8		Building Materials		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
49	8		Building Contractors		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
48	8		Brak Service and Repair		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
47	8		Boat Dealers		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
46	8		Bicycles-Dealers-New		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
45	8		Barbers		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
44	8		Beauty Salons		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
43	8		Banks		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
42	8		Bail Bonds		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
41	8		Automobile Repair and Service		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
40	8		Automobile Renting and Leasing		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
39	8		Automobile Parts & Supplies-Uesd & Rebuilt		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
38	8		Automobile Parts & Supplies-New		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
37	8		Automobile Dealers-Used Cars		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
36	8		Automobile Dealers-New Cars		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
35	8		Automobile Body Repair & Paint		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
34	8		Attorneys		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
33	8		Appliances-Household-Major-Sevice & Repair		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
32	8		Appliances-Household-Major-Dealers		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
31	8		Apartments		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
30	8		Air Conditioning Contractors, Systems & Balancing		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
29	8		Advertising-Directory & Guide		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
28	8		Accountants-Certified Public		9/9/1999 00:00:00	3/28/2004 02:14:03	admin	Y
-110	8		Unknown		9/9/1999 00:00:00	3/28/2004 02:14:03	admin	Y
-100	7		Unknown		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
27	7		Cooperation		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
26	7		Corporation		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
25	7		Partnership		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
24	7		Sole Proprietorship		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
23	6		Female		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
22	6		Male		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
21	5		Widowed		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
20	5		Divorced		9/9/1999 00:00:00	5/17/2003 10:46:16	admin	Y
19	5		Married		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
18	5		Single		9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
