1	Inform	1990-01-01 00:00:00.000	1990-01-01 00:00:00.000	DBA
2	Warning	1990-01-01 00:00:00.000	1990-01-01 00:00:00.000	DBA
3	Error	1990-01-01 00:00:00.000	1990-01-01 00:00:00.000	DBA
4	Fatal	1990-01-01 00:00:00.000	1990-01-01 00:00:00.000	DBA
