5	Marital Status Codes	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
6	Gender Codes	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
7	Business Type Codes	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
8	Business Industry Codes	9/9/1999 00:00:00	5/17/2003 10:45:40	admin	Y
15	Race/Culture Codes	9/9/1999 00:00:00	9/9/1999 00:00:00	DBA	Y
25	Family Relationship	9/9/2001 00:00:00	9/9/2001 00:00:00	DBA	Y
26	Name Title	7/1/2004 00:00:00	7/1/2004 00:00:00	DBA	Y
